relation,entity1,entity1_begin,entity1_end,chunk1,entity2,entity2_begin,entity2_end,chunk2,confidence
TrAP,Disease_Syndrome_Disorder,6643,6651,emphysema,Procedure,6856,6885,Biologic Lung Volume Reduction,0.9850093
TrAP,Disease_Syndrome_Disorder,6643,6651,emphysema,Procedure,6888,6891,BLVR,0.96599346
TrAP,Disease_Syndrome_Disorder,6643,6651,emphysema,Medical_Device,6894,6899,System,0.96663064
TrAP,Procedure,6780,6809,Biologic lung volume reduction,Medical_Device,6852,6853,MA,0.6501207
TrAP,Procedure,6780,6809,Biologic lung volume reduction,Medical_Device,6894,6899,System,0.61893433
TrAP,Medical_Device,6818,6835,Aeris Therapeutics,Medical_Device,6852,6853,MA,0.65931726
TrAP,Medical_Device,6818,6835,Aeris Therapeutics,Procedure,6888,6891,BLVR,0.62509346
TrAP,Medical_Device,6818,6835,Aeris Therapeutics,Medical_Device,6894,6899,System,0.5805372
TrAP,Medical_Device,6844,6849,Woburn,Medical_Device,6894,6899,System,0.50112665
TrAP,Medical_Device,6852,6853,MA,Procedure,6888,6891,BLVR,0.67015344
TrAP,Procedure,6856,6885,Biologic Lung Volume Reduction,Medical_Device,6894,6899,System,0.57464904
TrAP,Procedure,6920,6955,bronchoscopic thermal vapor ablation,Disease_Syndrome_Disorder,7011,7019,emphysema,0.96707124
TrAP,Procedure,7084,7112,Lung volume reduction surgery,Modifier,7231,7238,advanced,0.9416867
TrAP,Procedure,7084,7112,Lung volume reduction surgery,Disease_Syndrome_Disorder,7240,7276,chronic obstructive pulmonary disease,0.9489249
TrAP,Procedure,7084,7112,Lung volume reduction surgery,Disease_Syndrome_Disorder,7279,7282,COPD,0.7666693
TrAP,Procedure,7084,7112,Lung volume reduction surgery,Disease_Syndrome_Disorder,7292,7300,emphysema,0.91251284
TrAP,Procedure,7115,7118,LVRS,Modifier,7231,7238,advanced,0.92234236
TrAP,Procedure,7115,7118,LVRS,Disease_Syndrome_Disorder,7240,7276,chronic obstructive pulmonary disease,0.87197846
TrAP,Procedure,7115,7118,LVRS,Disease_Syndrome_Disorder,7279,7282,COPD,0.7920232
TrAP,Procedure,7115,7118,LVRS,Disease_Syndrome_Disorder,7292,7300,emphysema,0.87835073
PIP,Modifier,7231,7238,advanced,Disease_Syndrome_Disorder,7240,7276,chronic obstructive pulmonary disease,0.77209675
PIP,Modifier,7231,7238,advanced,Disease_Syndrome_Disorder,7279,7282,COPD,0.8859041
PIP,Modifier,7231,7238,advanced,Disease_Syndrome_Disorder,7292,7300,emphysema,0.9051543
PIP,Disease_Syndrome_Disorder,7240,7276,chronic obstructive pulmonary disease,Disease_Syndrome_Disorder,7279,7282,COPD,0.9298606
PIP,Disease_Syndrome_Disorder,7240,7276,chronic obstructive pulmonary disease,Disease_Syndrome_Disorder,7292,7300,emphysema,0.9674109
PIP,Disease_Syndrome_Disorder,7279,7282,COPD,Disease_Syndrome_Disorder,7292,7300,emphysema,0.8902582
TrAP,Disease_Syndrome_Disorder,7343,7351,emphysema,Procedure,7365,7388,excision of large bullae,0.9913037
TrAP,Disease_Syndrome_Disorder,7343,7351,emphysema,Procedure,7393,7403,thoracotomy,0.98651564
TrAP,Disease_Syndrome_Disorder,7343,7351,emphysema,Procedure,7408,7419,thoracoscopy,0.9567548
TrAP,Disease_Syndrome_Disorder,7343,7351,emphysema,Procedure,7429,7476,resection of diffusely emphysematous lung tissue,0.99575764
TrAP,Procedure,7365,7388,excision of large bullae,Procedure,7393,7403,thoracotomy,0.9469795
TrAP,Procedure,7365,7388,excision of large bullae,Procedure,7408,7419,thoracoscopy,0.89772344
TrAP,Procedure,7365,7388,excision of large bullae,Procedure,7429,7476,resection of diffusely emphysematous lung tissue,0.98780626
TrAP,Procedure,7393,7403,thoracotomy,Procedure,7429,7476,resection of diffusely emphysematous lung tissue,0.83342683
TrAP,Procedure,7408,7419,thoracoscopy,Procedure,7429,7476,resection of diffusely emphysematous lung tissue,0.573404
TrAP,Procedure,7951,7954,LVRS,Modifier,8013,8020,advanced,0.85150117
TrAP,Procedure,7951,7954,LVRS,Disease_Syndrome_Disorder,8022,8025,COPD,0.87595236
TrAP,Procedure,7951,7954,LVRS,Disease_Syndrome_Disorder,8034,8042,emphysema,0.9444261
PIP,Modifier,8013,8020,advanced,Disease_Syndrome_Disorder,8022,8025,COPD,0.9821494
PIP,Modifier,8013,8020,advanced,Disease_Syndrome_Disorder,8034,8042,emphysema,0.9886656
PIP,Disease_Syndrome_Disorder,8022,8025,COPD,Disease_Syndrome_Disorder,8034,8042,emphysema,0.9897782
TrIP,Modifier,8078,8103,post-operative improvement,Symptom,8119,8125,dyspnea,0.71281826
PIP,Modifier,8708,8714,delayed,Disease_Syndrome_Disorder,8716,8727,pneumothorax,0.8158055
TrAP,Modifier,8708,8714,delayed,Oxygen_Therapy,8785,8790,oxygen,0.6278077
TrAP,Disease_Syndrome_Disorder,9091,9108,National Emphysema,Procedure,9179,9182,LVRS,0.5454556
PIP,Modifier,9240,9245,severe,Disease_Syndrome_Disorder,9247,9255,emphysema,0.94481146
TrAP,Modifier,9240,9245,severe,Procedure,9291,9294,LVRS,0.97240937
TrAP,Disease_Syndrome_Disorder,9247,9255,emphysema,Procedure,9291,9294,LVRS,0.9779268
TrAP,Procedure,9683,9711,Lung volume reduction surgery,Modifier,9776,9788,predominantly,0.96048445
TrAP,Procedure,9683,9711,Lung volume reduction surgery,Disease_Syndrome_Disorder,9790,9809,upper-lobe emphysema,0.80992746
TrAP,Procedure,9683,9711,Lung volume reduction surgery,Symptom,9815,9845,low base-line exercise capacity,0.7569455
PIP,Modifier,9776,9788,predominantly,Disease_Syndrome_Disorder,9790,9809,upper-lobe emphysema,0.8985525
PIP,Modifier,9776,9788,predominantly,Symptom,9815,9845,low base-line exercise capacity,0.7504864
PIP,Modifier,9891,9903,predominantly,Disease_Syndrome_Disorder,9905,9924,upper-lobe emphysema,0.95831454
PIP,Modifier,9891,9903,predominantly,Symptom,9930,9950,low exercise capacity,0.920865
PIP,Disease_Syndrome_Disorder,9905,9924,upper-lobe emphysema,Symptom,9930,9950,low exercise capacity,0.76441854
PIP,Drug_Ingredient,10048,10055,contrast,Modifier,10159,10171,predominantly,0.5059401
TrCP,Procedure,10058,10061,LVRS,Symptom,10112,10137,negligible functional gain,0.7075525
TrCP,Procedure,10058,10061,LVRS,Modifier,10159,10171,predominantly,0.72545934
TrCP,Procedure,10058,10061,LVRS,Symptom,10204,10235,high base-line exercise capacity,0.6166954
TrCP,Procedure,10058,10061,LVRS,Date,10253,10256,2003,0.63874984
PIP,Symptom,10112,10137,negligible functional gain,Modifier,10159,10171,predominantly,0.8546753
PIP,Symptom,10112,10137,negligible functional gain,Disease_Syndrome_Disorder,10173,10196,non-upper lobe emphysema,0.73131543
PIP,Symptom,10112,10137,negligible functional gain,Symptom,10204,10235,high base-line exercise capacity,0.6114546
PIP,Modifier,10159,10171,predominantly,Disease_Syndrome_Disorder,10173,10196,non-upper lobe emphysema,0.93748236
PIP,Modifier,10159,10171,predominantly,Symptom,10204,10235,high base-line exercise capacity,0.64346236
TrCP,Procedure,10417,10445,Lung volume reduction surgery,Disease_Syndrome_Disorder,10542,10559,National Emphysema,0.65011835
TrCP,Procedure,10417,10445,Lung volume reduction surgery,Date,10586,10596,"Group, 2001",0.6565532
TrCP,Procedure,10417,10445,Lung volume reduction surgery,Death_Entity,10632,10636,death,0.90629053
TrCP,Procedure,10417,10445,Lung volume reduction surgery,Test_Result,10676,10678,low,0.8003173
TrCP,Procedure,10417,10445,Lung volume reduction surgery,Test,10680,10683,FEV1,0.6234444
TrCP,Procedure,10417,10445,Lung volume reduction surgery,Modifier,10726,10735,homogenous,0.89257896
TrCP,Procedure,10417,10445,Lung volume reduction surgery,Disease_Syndrome_Disorder,10737,10745,emphysema,0.5038364
TrCP,Procedure,10417,10445,Lung volume reduction surgery,Modifier,10752,10755,very,0.73707455
TrCP,Procedure,10417,10445,Lung volume reduction surgery,Symptom,10757,10794,low carbon monoxide diffusing capacity,0.6863749
TrCP,Procedure,10417,10445,Lung volume reduction surgery,Date,10842,10845,2003,0.7905241
TeRP,Disease_Syndrome_Disorder,10542,10559,National Emphysema,Test,10680,10683,FEV1,0.6295212
TrAP,Disease_Syndrome_Disorder,10542,10559,National Emphysema,Symptom,10757,10794,low carbon monoxide diffusing capacity,0.5172292
TrAP,Disease_Syndrome_Disorder,10542,10559,National Emphysema,Date,10842,10845,2003,0.5701121
PIP,Date,10586,10596,"Group, 2001",Death_Entity,10632,10636,death,0.51225877
TeRP,Date,10586,10596,"Group, 2001",Test_Result,10676,10678,low,0.71106976
PIP,Death_Entity,10632,10636,death,Test_Result,10676,10678,low,0.7821498
PIP,Death_Entity,10632,10636,death,Modifier,10726,10735,homogenous,0.8240499
PIP,Death_Entity,10632,10636,death,Disease_Syndrome_Disorder,10737,10745,emphysema,0.8535881
PIP,Death_Entity,10632,10636,death,Modifier,10752,10755,very,0.79083514
PIP,Death_Entity,10632,10636,death,Symptom,10757,10794,low carbon monoxide diffusing capacity,0.83909357
TeRP,Test_Result,10676,10678,low,Test,10680,10683,FEV1,0.9426227
TeRP,Test_Result,10676,10678,low,Disease_Syndrome_Disorder,10737,10745,emphysema,0.5798791
TeRP,Test_Result,10676,10678,low,Symptom,10757,10794,low carbon monoxide diffusing capacity,0.8143719
TeRP,Test,10680,10683,FEV1,Modifier,10726,10735,homogenous,0.58862615
TeRP,Test,10680,10683,FEV1,Disease_Syndrome_Disorder,10737,10745,emphysema,0.8583233
TeRP,Test,10680,10683,FEV1,Modifier,10752,10755,very,0.67247516
TeRP,Test,10680,10683,FEV1,Symptom,10757,10794,low carbon monoxide diffusing capacity,0.78620553
PIP,Modifier,10726,10735,homogenous,Disease_Syndrome_Disorder,10737,10745,emphysema,0.95059365
PIP,Modifier,10726,10735,homogenous,Modifier,10752,10755,very,0.83329403
PIP,Modifier,10726,10735,homogenous,Symptom,10757,10794,low carbon monoxide diffusing capacity,0.7215227
PIP,Disease_Syndrome_Disorder,10737,10745,emphysema,Modifier,10752,10755,very,0.68790275
PIP,Disease_Syndrome_Disorder,10737,10745,emphysema,Symptom,10757,10794,low carbon monoxide diffusing capacity,0.5841055
PIP,Modifier,10752,10755,very,Symptom,10757,10794,low carbon monoxide diffusing capacity,0.83942246
PIP,Modifier,10752,10755,very,Date,10842,10845,2003,0.5433639
TeRP,Test,10852,10864,meta analysis,Symptom,10974,10995,low exercise tolerance,0.5330319
PIP,Modifier,10936,10943,advanced,Modifier,10946,10958,heterogeneous,0.9079062
PIP,Modifier,10936,10943,advanced,Disease_Syndrome_Disorder,10960,10968,emphysema,0.8316215
PIP,Modifier,10936,10943,advanced,Symptom,10974,10995,low exercise tolerance,0.796447
TrAP,Modifier,10936,10943,advanced,Procedure,11070,11073,LVRS,0.85165
PIP,Modifier,10946,10958,heterogeneous,Disease_Syndrome_Disorder,10960,10968,emphysema,0.9251888
PIP,Modifier,10946,10958,heterogeneous,Symptom,10974,10995,low exercise tolerance,0.9148361
TrAP,Modifier,10946,10958,heterogeneous,Procedure,11070,11073,LVRS,0.81575596
PIP,Disease_Syndrome_Disorder,10960,10968,emphysema,Symptom,10974,10995,low exercise tolerance,0.7334641
TrAP,Disease_Syndrome_Disorder,10960,10968,emphysema,Procedure,11070,11073,LVRS,0.71419066
PIP,Modifier,11183,11195,predominantly,Disease_Syndrome_Disorder,11197,11216,upper-lobe emphysema,0.96214384
PIP,Modifier,11183,11195,predominantly,Symptom,11224,11255,high base-line exercise capacity,0.9087925
PIP,Modifier,11183,11195,predominantly,Disease_Syndrome_Disorder,11275,11298,non-upper lobe emphysema,0.8034257
PIP,Modifier,11183,11195,predominantly,Test_Result,11306,11308,low,0.86451924
PIP,Disease_Syndrome_Disorder,11197,11216,upper-lobe emphysema,Symptom,11224,11255,high base-line exercise capacity,0.6696894
TeRP,Test_Result,11306,11308,low,Test,11310,11336,base-line exercise capacity,0.73061615
TrAP,Procedure,11502,11505,LVRS,Test,11528,11546,alpha-1 antitrypsin,0.87150747
TrAP,Procedure,11502,11505,LVRS,Test,11549,11551,AAT,0.64484686
TrAP,Procedure,11502,11505,LVRS,Disease_Syndrome_Disorder,11554,11563,deficiency,0.74369746
PIP,Test,11528,11546,alpha-1 antitrypsin,Disease_Syndrome_Disorder,11554,11563,deficiency,0.7280229
TrAP,Procedure,11620,11623,LVRS,Modifier,11645,11650,severe,0.9818955
TrAP,Procedure,11620,11623,LVRS,Disease_Syndrome_Disorder,11652,11668,deficiency of AAT,0.7714153
TrAP,Procedure,11620,11623,LVRS,Disease_Syndrome_Disorder,11713,11721,Emphysema,0.94018525
TrAP,Procedure,11620,11623,LVRS,Modifier,11786,11791,severe,0.7956377
TrAP,Procedure,11620,11623,LVRS,Disease_Syndrome_Disorder,11793,11806,AAT deficiency,0.9340644
TrAP,Procedure,11620,11623,LVRS,Test_Result,11821,11838,less than 80 mg/dL,0.65630454
PIP,Modifier,11645,11650,severe,Disease_Syndrome_Disorder,11652,11668,deficiency of AAT,0.9447887
TrAP,Modifier,11645,11650,severe,Disease_Syndrome_Disorder,11713,11721,Emphysema,0.7631588
PIP,Modifier,11645,11650,severe,Modifier,11786,11791,severe,0.9864861
PIP,Modifier,11645,11650,severe,Disease_Syndrome_Disorder,11793,11806,AAT deficiency,0.9810432
TeRP,Modifier,11645,11650,severe,Test,11809,11819,serum level,0.8571967
TeRP,Modifier,11645,11650,severe,Test_Result,11821,11838,less than 80 mg/dL,0.65902275
TrAP,Disease_Syndrome_Disorder,11652,11668,deficiency of AAT,Disease_Syndrome_Disorder,11713,11721,Emphysema,0.7457557
PIP,Disease_Syndrome_Disorder,11652,11668,deficiency of AAT,Modifier,11786,11791,severe,0.8646648
PIP,Disease_Syndrome_Disorder,11652,11668,deficiency of AAT,Disease_Syndrome_Disorder,11793,11806,AAT deficiency,0.85963905
TeRP,Disease_Syndrome_Disorder,11652,11668,deficiency of AAT,Test,11809,11819,serum level,0.8690271
TeRP,Disease_Syndrome_Disorder,11652,11668,deficiency of AAT,Test_Result,11821,11838,less than 80 mg/dL,0.81326586
TrAP,Disease_Syndrome_Disorder,11713,11721,Emphysema,Disease_Syndrome_Disorder,11793,11806,AAT deficiency,0.52824074
TeRP,Disease_Syndrome_Disorder,11713,11721,Emphysema,Test,11809,11819,serum level,0.76718515
TrAP,Disease_Syndrome_Disorder,11713,11721,Emphysema,Test_Result,11821,11838,less than 80 mg/dL,0.56822556
PIP,Modifier,11786,11791,severe,Disease_Syndrome_Disorder,11793,11806,AAT deficiency,0.962259
TeRP,Modifier,11786,11791,severe,Test,11809,11819,serum level,0.9082339
TeRP,Modifier,11786,11791,severe,Test_Result,11821,11838,less than 80 mg/dL,0.6280193
TeRP,Disease_Syndrome_Disorder,11793,11806,AAT deficiency,Test,11809,11819,serum level,0.79505277
TeRP,Disease_Syndrome_Disorder,11793,11806,AAT deficiency,Test_Result,11821,11838,less than 80 mg/dL,0.5369463
TeRP,Test,11809,11819,serum level,Test_Result,11821,11838,less than 80 mg/dL,0.82427555
TrAP,Procedure,12651,12654,LVRS,Modifier,12659,12664,severe,0.97667783
TrAP,Procedure,12651,12654,LVRS,Disease_Syndrome_Disorder,12666,12679,AAT deficiency,0.9877774
PIP,Modifier,12659,12664,severe,Disease_Syndrome_Disorder,12666,12679,AAT deficiency,0.7993037
TrAP,Procedure,12985,12988,LVRS,Disease_Syndrome_Disorder,12993,13006,AAT deficiency,0.95009714
PIP,Modifier,13010,13014,Giant,Disease_Syndrome_Disorder,13016,13032,bullous emphysema,0.9737863
PIP,Modifier,13010,13014,Giant,Drug_Ingredient,13035,13037,GBE,0.9834847
PIP,Modifier,13010,13014,Giant,Disease_Syndrome_Disorder,13074,13077,COPD,0.9821706
PIP,Modifier,13010,13014,Giant,Modifier,13087,13092,single,0.96221656
PIP,Modifier,13010,13014,Giant,Modifier,13097,13110,multiple large,0.9586881
PIP,Modifier,13010,13014,Giant,Disease_Syndrome_Disorder,13112,13117,bullae,0.9859446
PIP,Modifier,13010,13014,Giant,Disease_Syndrome_Disorder,13147,13157,hemi-thorax,0.98946244
PIP,Modifier,13010,13014,Giant,Modifier,13160,13164,often,0.9888859
PIP,Modifier,13010,13014,Giant,Symptom,13166,13210,displacing potentially functional lung tissue,0.981881
PIP,Modifier,13010,13014,Giant,Internal_organ_or_component,13221,13235,large airspaces,0.982637
PIP,Disease_Syndrome_Disorder,13016,13032,bullous emphysema,Drug_Ingredient,13035,13037,GBE,0.9591281
PIP,Disease_Syndrome_Disorder,13016,13032,bullous emphysema,Disease_Syndrome_Disorder,13074,13077,COPD,0.9654025
PIP,Disease_Syndrome_Disorder,13016,13032,bullous emphysema,Modifier,13087,13092,single,0.8908529
PIP,Disease_Syndrome_Disorder,13016,13032,bullous emphysema,Modifier,13097,13110,multiple large,0.8650153
PIP,Disease_Syndrome_Disorder,13016,13032,bullous emphysema,Disease_Syndrome_Disorder,13112,13117,bullae,0.95228565
PIP,Disease_Syndrome_Disorder,13016,13032,bullous emphysema,Disease_Syndrome_Disorder,13147,13157,hemi-thorax,0.9035074
PIP,Disease_Syndrome_Disorder,13016,13032,bullous emphysema,Modifier,13160,13164,often,0.97909594
PIP,Disease_Syndrome_Disorder,13016,13032,bullous emphysema,Symptom,13166,13210,displacing potentially functional lung tissue,0.9578534
PIP,Disease_Syndrome_Disorder,13016,13032,bullous emphysema,Internal_organ_or_component,13221,13235,large airspaces,0.9473078
PIP,Drug_Ingredient,13035,13037,GBE,Disease_Syndrome_Disorder,13074,13077,COPD,0.92099714
PIP,Drug_Ingredient,13035,13037,GBE,Modifier,13087,13092,single,0.86485124
PIP,Drug_Ingredient,13035,13037,GBE,Modifier,13097,13110,multiple large,0.852314
PIP,Drug_Ingredient,13035,13037,GBE,Disease_Syndrome_Disorder,13112,13117,bullae,0.94012517
PIP,Drug_Ingredient,13035,13037,GBE,Disease_Syndrome_Disorder,13147,13157,hemi-thorax,0.91382575
PIP,Drug_Ingredient,13035,13037,GBE,Modifier,13160,13164,often,0.98548394
PIP,Drug_Ingredient,13035,13037,GBE,Symptom,13166,13210,displacing potentially functional lung tissue,0.9736702
PIP,Drug_Ingredient,13035,13037,GBE,Internal_organ_or_component,13221,13235,large airspaces,0.8931602
PIP,Disease_Syndrome_Disorder,13074,13077,COPD,Modifier,13087,13092,single,0.80538785
PIP,Disease_Syndrome_Disorder,13074,13077,COPD,Modifier,13097,13110,multiple large,0.8112135
PIP,Disease_Syndrome_Disorder,13074,13077,COPD,Disease_Syndrome_Disorder,13112,13117,bullae,0.90584
PIP,Disease_Syndrome_Disorder,13074,13077,COPD,Disease_Syndrome_Disorder,13147,13157,hemi-thorax,0.9565472
PIP,Disease_Syndrome_Disorder,13074,13077,COPD,Modifier,13160,13164,often,0.9745316
PIP,Disease_Syndrome_Disorder,13074,13077,COPD,Symptom,13166,13210,displacing potentially functional lung tissue,0.970588
PIP,Disease_Syndrome_Disorder,13074,13077,COPD,Internal_organ_or_component,13221,13235,large airspaces,0.95969856
PIP,Modifier,13087,13092,single,Disease_Syndrome_Disorder,13112,13117,bullae,0.7445877
PIP,Modifier,13087,13092,single,Disease_Syndrome_Disorder,13147,13157,hemi-thorax,0.7157415
PIP,Modifier,13087,13092,single,Modifier,13160,13164,often,0.98388946
PIP,Modifier,13087,13092,single,Symptom,13166,13210,displacing potentially functional lung tissue,0.96149474
PIP,Modifier,13087,13092,single,Internal_organ_or_component,13221,13235,large airspaces,0.84135973
PIP,Modifier,13097,13110,multiple large,Disease_Syndrome_Disorder,13112,13117,bullae,0.7340216
PIP,Modifier,13097,13110,multiple large,Disease_Syndrome_Disorder,13147,13157,hemi-thorax,0.82089925
PIP,Modifier,13097,13110,multiple large,Modifier,13160,13164,often,0.90730864
PIP,Modifier,13097,13110,multiple large,Symptom,13166,13210,displacing potentially functional lung tissue,0.9451721
PIP,Modifier,13097,13110,multiple large,Internal_organ_or_component,13221,13235,large airspaces,0.87900263
PIP,Disease_Syndrome_Disorder,13112,13117,bullae,Disease_Syndrome_Disorder,13147,13157,hemi-thorax,0.9725214
PIP,Disease_Syndrome_Disorder,13112,13117,bullae,Modifier,13160,13164,often,0.9658691
PIP,Disease_Syndrome_Disorder,13112,13117,bullae,Symptom,13166,13210,displacing potentially functional lung tissue,0.97351825
PIP,Disease_Syndrome_Disorder,13112,13117,bullae,Internal_organ_or_component,13221,13235,large airspaces,0.95299065
PIP,Disease_Syndrome_Disorder,13147,13157,hemi-thorax,Modifier,13160,13164,often,0.95721936
PIP,Disease_Syndrome_Disorder,13147,13157,hemi-thorax,Symptom,13166,13210,displacing potentially functional lung tissue,0.9797785
PIP,Disease_Syndrome_Disorder,13147,13157,hemi-thorax,Internal_organ_or_component,13221,13235,large airspaces,0.9364312
PIP,Modifier,13160,13164,often,Symptom,13166,13210,displacing potentially functional lung tissue,0.9881995
PIP,Modifier,13160,13164,often,Internal_organ_or_component,13221,13235,large airspaces,0.98792124
PIP,Symptom,13166,13210,displacing potentially functional lung tissue,Internal_organ_or_component,13221,13235,large airspaces,0.9695892
TrAP,Disease_Syndrome_Disorder,13631,13634,COPD,Clinical_Dept,13645,13661,Global Initiative,0.6877246
PIP,Disease_Syndrome_Disorder,13631,13634,COPD,Disease_Syndrome_Disorder,13667,13703,Chronic Obstructive Pulmonary Disease,0.612656
TrAP,Disease_Syndrome_Disorder,13631,13634,COPD,Date,13720,13723,2005,0.5799183
TrAP,Disease_Syndrome_Disorder,13631,13634,COPD,Modifier,13791,13798,reducing,0.75434977
TrAP,Disease_Syndrome_Disorder,13631,13634,COPD,Symptom,13812,13834,improving lung function,0.6201332
TrAP,Clinical_Dept,13645,13661,Global Initiative,Disease_Syndrome_Disorder,13667,13703,Chronic Obstructive Pulmonary Disease,0.8729533
TrAP,Clinical_Dept,13645,13661,Global Initiative,Disease_Syndrome_Disorder,13706,13709,GOLD,0.52130115
TrAP,Clinical_Dept,13645,13661,Global Initiative,Modifier,13791,13798,reducing,0.5197262
TrAP,Clinical_Dept,13645,13661,Global Initiative,Symptom,13800,13806,dyspnea,0.6314054
TrAP,Disease_Syndrome_Disorder,13667,13703,Chronic Obstructive Pulmonary Disease,Disease_Syndrome_Disorder,13706,13709,GOLD,0.5712867
TrAP,Disease_Syndrome_Disorder,13667,13703,Chronic Obstructive Pulmonary Disease,Date,13720,13723,2005,0.68377525
TrAP,Disease_Syndrome_Disorder,13667,13703,Chronic Obstructive Pulmonary Disease,Modifier,13791,13798,reducing,0.62143147
TrAP,Disease_Syndrome_Disorder,13667,13703,Chronic Obstructive Pulmonary Disease,Symptom,13800,13806,dyspnea,0.537974
TrIP,Modifier,13791,13798,reducing,Symptom,13800,13806,dyspnea,0.6486956
TeRP,Clinical_Dept,14095,14112,National Institute,Test,14216,14222,CT scan,0.7228951
TrAP,Clinical_Dept,14095,14112,National Institute,Procedure,14301,14310,bullectomy,0.78395766
PIP,Symptom,14169,14178,breathless,Symptom,14192,14209,single large bulla,0.6592909
TeRP,Symptom,14169,14178,breathless,Test,14216,14222,CT scan,0.8626367
TeRP,Symptom,14169,14178,breathless,Test,14231,14234,FEV1,0.6847845
TrAP,Symptom,14169,14178,breathless,Procedure,14301,14310,bullectomy,0.9356487
TeRP,Symptom,14192,14209,single large bulla,Test,14216,14222,CT scan,0.95168227
TeRP,Symptom,14192,14209,single large bulla,Test,14231,14234,FEV1,0.75274116
TeRP,Symptom,14192,14209,single large bulla,Test_Result,14236,14249,less than 50 %,0.7784986
TrAP,Symptom,14192,14209,single large bulla,Procedure,14301,14310,bullectomy,0.9867389
TeRP,Test,14216,14222,CT scan,Test,14231,14234,FEV1,0.6552324
TeRP,Test,14216,14222,CT scan,Test_Result,14236,14249,less than 50 %,0.71141726
TrAP,Test,14216,14222,CT scan,Procedure,14301,14310,bullectomy,0.5215323
TrAP,Test_Result,14236,14249,less than 50 %,Procedure,14301,14310,bullectomy,0.69467646
PIP,Drug_Ingredient,14428,14430,GBE,Symptom,14512,14517,bullae,0.79582715
PIP,Modifier,14881,14890,underlying,Modifier,14892,14898,diffuse,0.7563255
PIP,Modifier,14881,14890,underlying,Disease_Syndrome_Disorder,14900,14908,emphysema,0.7402917
PIP,Modifier,14881,14890,underlying,Modifier,14947,14956,underlying,0.79109544
PIP,Modifier,14881,14890,underlying,Modifier,14958,14964,diffuse,0.67361027
PIP,Modifier,14881,14890,underlying,Disease_Syndrome_Disorder,14966,14974,emphysema,0.5061137
PIP,Modifier,14892,14898,diffuse,Disease_Syndrome_Disorder,14900,14908,emphysema,0.7929174
PIP,Modifier,14892,14898,diffuse,Modifier,14947,14956,underlying,0.74039936
PIP,Modifier,14892,14898,diffuse,Modifier,14958,14964,diffuse,0.83099073
PIP,Disease_Syndrome_Disorder,14900,14908,emphysema,Modifier,14947,14956,underlying,0.66441953
PIP,Disease_Syndrome_Disorder,14900,14908,emphysema,Modifier,14958,14964,diffuse,0.5793976
PIP,Modifier,14947,14956,underlying,Modifier,14958,14964,diffuse,0.8989902
PIP,Modifier,14947,14956,underlying,Disease_Syndrome_Disorder,14966,14974,emphysema,0.83266765
PIP,Modifier,14958,14964,diffuse,Disease_Syndrome_Disorder,14966,14974,emphysema,0.7332541
TrCP,Disease_Syndrome_Disorder,15173,15178,Bullae,Procedure,15277,15286,bullectomy,0.8436301
PIP,Modifier,15188,15196,re-appear,Modifier,15202,15209,residual,0.5809727
PIP,Modifier,15188,15196,re-appear,Symptom,15233,15240,enlarged,0.72073793
TrCP,Modifier,15188,15196,re-appear,Procedure,15277,15286,bullectomy,0.9251157
PIP,Modifier,15202,15209,residual,Symptom,15211,15216,bullae,0.8349092
PIP,Modifier,15202,15209,residual,Symptom,15233,15240,enlarged,0.859348
TrCP,Modifier,15202,15209,residual,Procedure,15277,15286,bullectomy,0.7184312
PIP,Symptom,15211,15216,bullae,Symptom,15233,15240,enlarged,0.6864258
TrCP,Symptom,15211,15216,bullae,Procedure,15277,15286,bullectomy,0.5758261
TrCP,Symptom,15233,15240,enlarged,Procedure,15277,15286,bullectomy,0.8369245
TeRP,Test,15884,15887,FEV1,RelativeDate,15927,15944,up to the 2nd year,0.6827043
TeCP,Drug_Ingredient,16348,16350,GBE,Frequency,16419,16424,yearly,0.71253186
PIP,Modifier,16627,16636,underlying,Modifier,16638,16644,diffuse,0.71337223
PIP,Modifier,16627,16636,underlying,Disease_Syndrome_Disorder,16646,16654,emphysema,0.81060404
PIP,Modifier,16638,16644,diffuse,Disease_Syndrome_Disorder,16646,16654,emphysema,0.7580486
PIP,Disease_Syndrome_Disorder,16706,16735,alpha-1 antitrypsin deficiency,Disease_Syndrome_Disorder,16738,16741,A1AD,0.8405745
PIP,Disease_Syndrome_Disorder,16706,16735,alpha-1 antitrypsin deficiency,Disease_Syndrome_Disorder,16800,16808,emphysema,0.755783
PIP,Disease_Syndrome_Disorder,16738,16741,A1AD,Disease_Syndrome_Disorder,16800,16808,emphysema,0.7718188
PIP,Age,16909,16917,young age,Disease_Syndrome_Disorder,16964,16972,emphysema,0.78900504
TrAP,Treatment,17102,17121,augmentation therapy,Modifier,17158,17165,moderate,0.88495284
TrAP,Treatment,17102,17121,augmentation therapy,Disease_Syndrome_Disorder,17167,17185,airflow obstruction,0.74871325
PIP,Modifier,17158,17165,moderate,Disease_Syndrome_Disorder,17167,17185,airflow obstruction,0.6900566
PIP,Modifier,17211,17216,severe,Disease_Syndrome_Disorder,17218,17236,airflow obstruction,0.8508825
TrAP,Modifier,17211,17216,severe,Procedure,17344,17358,transplantation,0.958539
TrAP,Modifier,17211,17216,severe,Procedure,17458,17469,transplanted,0.90073216
PIP,Modifier,17211,17216,severe,Modifier,17475,17489,smoking-related,0.8803541
