relation,entity1,entity1_begin,entity1_end,chunk1,entity2,entity2_begin,entity2_end,chunk2,confidence
BEFORE,EVIDENTIAL,15889,15894,showed,OCCURRENCE,15918,15925,increase,0.9877649
AFTER,OCCURRENCE,15918,15925,increase,TREATMENT,15967,15973,surgery,0.9993298
OVERLAP,DATE,16050,16061,the 5th year,TEST,16066,16074,follow-up,0.9997956
OVERLAP,DATE,16050,16061,the 5th year,TEST,16077,16083,group A,0.99957055
OVERLAP,TEST,16066,16074,follow-up,TEST,16098,16104,group B,0.9810983
OVERLAP,TEST,16077,16083,group A,TEST,16098,16104,group B,0.9987208
OVERLAP,TREATMENT,16191,16208,the mortality rate,TEST,16214,16222,the whole,0.9995584
OVERLAP,TREATMENT,16191,16208,the mortality rate,EVIDENTIAL,16224,16230,showing,1.0
OVERLAP,TEST,16214,16222,the whole,EVIDENTIAL,16224,16230,showing,1.0
AFTER,TREATMENT,16348,16350,GBE,FREQUENCY,16419,16424,yearly,0.9998367
AFTER,TREATMENT,16348,16350,GBE,TREATMENT,16460,16469,bullectomy,0.99983144
OVERLAP,CLINICAL_DEPT,16373,16395,the study prospectively,FREQUENCY,16419,16424,yearly,0.9815834
OVERLAP,FREQUENCY,16419,16424,yearly,TEST,16433,16457,a 5-year-follow-up period,0.99952865
OVERLAP,OCCURRENCE,16492,16502,fairly safe,OCCURRENCE,16517,16524,clinical,0.9997416
OVERLAP,OCCURRENCE,16492,16502,fairly safe,OCCURRENCE,16530,16551,functional improvement,0.99702686
OVERLAP,OCCURRENCE,16517,16524,clinical,OCCURRENCE,16530,16551,functional improvement,1.0
OVERLAP,OCCURRENCE,16517,16524,clinical,DURATION,16566,16572,5 years,0.9866736
OVERLAP,DATE,16679,16682,2009,PROBLEM,16706,16735,alpha-1 antitrypsin deficiency,0.9952179
OVERLAP,PROBLEM,16706,16735,alpha-1 antitrypsin deficiency,PROBLEM,16800,16808,emphysema,0.9983046
OVERLAP,PROBLEM,16946,16949,A1AD,PROBLEM,16964,16972,emphysema,0.9481611
OVERLAP,PROBLEM,16964,16972,emphysema,TREATMENT,16975,16983,therapies,0.9976814
BEFORE,OCCURRENCE,17066,17075,abstaining,OCCURRENCE,17082,17088,smoking,0.9633126
OVERLAP,PROBLEM,17211,17236,severe airflow obstruction,TREATMENT,17344,17358,transplantation,0.996842
OVERLAP,PROBLEM,17211,17236,severe airflow obstruction,TREATMENT,17368,17382,a viable option,0.999967
OVERLAP,PROBLEM,17299,17312,increased risk,PROBLEM,17318,17341,infectious complications,0.9934024
OVERLAP,PROBLEM,17299,17312,increased risk,TREATMENT,17344,17358,transplantation,0.9797065
AFTER,TREATMENT,17344,17358,transplantation,TREATMENT,17368,17382,a viable option,0.99976915
OVERLAP,TREATMENT,17504,17529,limited donor availability,TREATMENT,17541,17544,LVRS,0.99971527
OVERLAP,PROBLEM,17715,17718,A1AD,OCCURRENCE,17756,17775,a general perception,0.99861324
OVERLAP,PROBLEM,17927,17930,A1AD,TREATMENT,17965,17968,LVRS,0.97654325
OVERLAP,TEST,18106,18123,the available data,EVIDENTIAL,18125,18128,show,1.0
BEFORE,TEST,18106,18123,the available data,OCCURRENCE,18130,18158,improved 6-min walk distances,1.0
BEFORE,EVIDENTIAL,18125,18128,show,OCCURRENCE,18130,18158,improved 6-min walk distances,1.0
BEFORE,EVIDENTIAL,18125,18128,show,PROBLEM,18164,18180,decreased dyspnea,0.9995104
OVERLAP,OCCURRENCE,18130,18158,improved 6-min walk distances,PROBLEM,18164,18180,decreased dyspnea,0.99991894
OVERLAP,PROBLEM,18164,18180,decreased dyspnea,DURATION,18197,18208,1 to 2 years,0.9999999
AFTER,DURATION,18197,18208,1 to 2 years,TREATMENT,18216,18219,LVRS,1.0
OVERLAP,DURATION,18197,18208,1 to 2 years,PROBLEM,18241,18244,A1AD,0.9187145
BEFORE,TREATMENT,18216,18219,LVRS,PROBLEM,18241,18244,A1AD,0.99700767
OVERLAP,OCCURRENCE,18434,18462,more long-lasting improvement,TREATMENT,18469,18472,LVRS,0.9994723
AFTER,TREATMENT,18482,18485,LVRS,PROBLEM,18506,18519,high morbidity,0.9168689
OVERLAP,TREATMENT,18482,18485,LVRS,TEST,18551,18571,bronchoscopic methods,0.9304857
OVERLAP,PROBLEM,18506,18519,high morbidity,OCCURRENCE,18522,18530,mortality,0.9930878
OVERLAP,PROBLEM,18506,18519,high morbidity,TREATMENT,18537,18540,cost,0.99997914
OVERLAP,OCCURRENCE,18522,18530,mortality,TREATMENT,18537,18540,cost,1.0
OVERLAP,OCCURRENCE,18522,18530,mortality,TEST,18551,18571,bronchoscopic methods,0.99744415
OVERLAP,TREATMENT,18537,18540,cost,TEST,18551,18571,bronchoscopic methods,1.0
OVERLAP,TREATMENT,18537,18540,cost,PROBLEM,18577,18596,reducing lung volume,0.99660057
OVERLAP,PROBLEM,18577,18596,reducing lung volume,TEST,18678,18686,evaluated,0.9980464
OVERLAP,PROBLEM,18615,18632,advanced emphysema,TEST,18678,18686,evaluated,0.94925594
AFTER,TEST,18678,18686,evaluated,TREATMENT,18736,18739,LVRS,0.94739515
OVERLAP,TREATMENT,18743,18758,These techniques,TREATMENT,18769,18777,placement,0.9915877
OVERLAP,TREATMENT,18769,18777,placement,TREATMENT,18782,18807,endobronchial 1-way valves,0.9999999
OVERLAP,TREATMENT,18769,18777,placement,TREATMENT,18884,18903,airway bypass tracts,0.99190736
OVERLAP,TREATMENT,18782,18807,endobronchial 1-way valves,PROBLEM,18829,18839,atelectasis,0.9986588
BEFORE,PROBLEM,18829,18839,atelectasis,TREATMENT,18844,18868,blocking inspiratory flow,0.9999912
OVERLAP,TREATMENT,18884,18903,airway bypass tracts,TREATMENT,18911,18935,a radiofrequency catheter,0.9998356
AFTER,TREATMENT,18911,18935,a radiofrequency catheter,PROBLEM,18960,18991,emptying of damaged lung regions,0.9973966
OVERLAP,PROBLEM,18960,18991,emptying of damaged lung regions,TEST,18998,19012,long expiratory,1.0
AFTER,TREATMENT,19041,19060,biological adhesives,TREATMENT,19087,19113,remodel hyper-inflated lung,0.99556834
OVERLAP,PROBLEM,19074,19081,collapse,TREATMENT,19087,19113,remodel hyper-inflated lung,1.0
BEFORE,PROBLEM,19178,19188,atelectasis,PROBLEM,19193,19217,blocking inspiratory flow,0.9999999
OVERLAP,TREATMENT,19233,19252,airway bypass tracts,TREATMENT,19260,19284,a radiofrequency catheter,0.9998356
AFTER,TREATMENT,19260,19284,a radiofrequency catheter,PROBLEM,19309,19340,emptying of damaged lung regions,0.9973966
OVERLAP,PROBLEM,19309,19340,emptying of damaged lung regions,TEST,19347,19361,long expiratory,1.0
OVERLAP,TREATMENT,19390,19409,biological adhesives,PROBLEM,19423,19430,collapse,0.99247193
OVERLAP,PROBLEM,19423,19430,collapse,TREATMENT,19436,19462,remodel hyper-inflated lung,1.0
OVERLAP,TREATMENT,19922,19944,Bronchoscopic placement,TREATMENT,19949,19981,small self-expanding 1-way valves,0.9999933
OVERLAP,TREATMENT,19922,19944,Bronchoscopic placement,TREATMENT,19999,20027,a minimally invasive approach,0.93391514
OVERLAP,TREATMENT,19922,19944,Bronchoscopic placement,TEST,20045,20057,investigation,0.9996555
OVERLAP,TREATMENT,19949,19981,small self-expanding 1-way valves,TEST,20045,20057,investigation,0.99983895
OVERLAP,TREATMENT,19999,20027,a minimally invasive approach,TEST,20045,20057,investigation,0.9999999
OVERLAP,PROBLEM,20333,20341,hypoxemia,PROBLEM,20347,20357,hypercarbia,1.0
OVERLAP,PROBLEM,20347,20357,hypercarbia,PROBLEM,20411,20423,less impaired,0.9012545
OVERLAP,TREATMENT,20428,20462,The Zephyr Endobronchial Valve (EBV,CLINICAL_DEPT,20466,20481,Emphasys Medical,0.91003114
OVERLAP,TREATMENT,20428,20462,The Zephyr Endobronchial Valve (EBV,CLINICAL_DEPT,20484,20486,Inc,1.0
OVERLAP,TREATMENT,20428,20462,The Zephyr Endobronchial Valve (EBV,CLINICAL_DEPT,20490,20501,Redwood City,0.9999993
OVERLAP,TREATMENT,20428,20462,The Zephyr Endobronchial Valve (EBV,TEST,20504,20505,CA,1.0
OVERLAP,CLINICAL_DEPT,20466,20481,Emphasys Medical,CLINICAL_DEPT,20484,20486,Inc,1.0
OVERLAP,CLINICAL_DEPT,20466,20481,Emphasys Medical,CLINICAL_DEPT,20490,20501,Redwood City,0.9998456
OVERLAP,CLINICAL_DEPT,20466,20481,Emphasys Medical,TEST,20504,20505,CA,1.0
OVERLAP,CLINICAL_DEPT,20466,20481,Emphasys Medical,TREATMENT,20520,20550,a 1-way silicone duckbill valve,0.9995964
OVERLAP,CLINICAL_DEPT,20484,20486,Inc,CLINICAL_DEPT,20490,20501,Redwood City,0.99792576
OVERLAP,CLINICAL_DEPT,20484,20486,Inc,TEST,20504,20505,CA,1.0
OVERLAP,CLINICAL_DEPT,20490,20501,Redwood City,TEST,20504,20505,CA,0.99999964
OVERLAP,TREATMENT,20669,20691,the Endobronchial Valve,TREATMENT,20697,20722,Emphysema PalliatioN Trial,0.99831855
OVERLAP,TREATMENT,20669,20691,the Endobronchial Valve,TREATMENT,20725,20728,VENT,0.99999845
AFTER,TREATMENT,20697,20722,Emphysema PalliatioN Trial,EVIDENTIAL,20737,20744,compares,0.9052642
OVERLAP,TREATMENT,20725,20728,VENT,EVIDENTIAL,20737,20744,compares,0.990442
BEFORE,EVIDENTIAL,20737,20744,compares,TREATMENT,20752,20777,optimal medical management,0.999684
OVERLAP,TREATMENT,20752,20777,optimal medical management,DURATION,20796,20809,40 to 75 years,0.999739
OVERLAP,DURATION,20796,20809,40 to 75 years,PROBLEM,20816,20838,heterogeneous emphysema,0.9983266
OVERLAP,TEST,20945,20963,Efficacy end-points,TEST,20973,20990,pulmonary function,1.0
OVERLAP,TEST,20945,20963,Efficacy end-points,TEST,20993,21010,exercise tolerance,0.99765956
AFTER,TEST,20945,20963,Efficacy end-points,OCCURRENCE,21045,21052,baseline,0.9976592
OVERLAP,TEST,20973,20990,pulmonary function,TEST,20993,21010,exercise tolerance,0.9999999
BEFORE,TEST,20973,20990,pulmonary function,OCCURRENCE,21045,21052,baseline,0.96375585
OVERLAP,OCCURRENCE,21045,21052,baseline,DURATION,21096,21101,1 year,0.95676017
OVERLAP,TREATMENT,21105,21114,The valves,TREATMENT,21135,21143,removable,0.99995923
BEFORE,TREATMENT,21135,21143,removable,TREATMENT,21148,21160,the procedure,0.99984443
OVERLAP,TREATMENT,21456,21505,The Umbrella Implantable IntraBronchial Valve (IBV,CLINICAL_DEPT,21509,21517,Spiration,0.9997533
OVERLAP,TREATMENT,21456,21505,The Umbrella Implantable IntraBronchial Valve (IBV,CLINICAL_DEPT,21520,21522,Inc,1.0
OVERLAP,TREATMENT,21456,21505,The Umbrella Implantable IntraBronchial Valve (IBV,CLINICAL_DEPT,21526,21532,Redmond,0.99999833
OVERLAP,CLINICAL_DEPT,21509,21517,Spiration,CLINICAL_DEPT,21520,21522,Inc,1.0
OVERLAP,CLINICAL_DEPT,21509,21517,Spiration,CLINICAL_DEPT,21526,21532,Redmond,1.0
OVERLAP,CLINICAL_DEPT,21520,21522,Inc,CLINICAL_DEPT,21526,21532,Redmond,1.0
OVERLAP,CLINICAL_DEPT,21520,21522,Inc,TREATMENT,21551,21573,a polyurethane membrane,1.0
OVERLAP,CLINICAL_DEPT,21526,21532,Redmond,TREATMENT,21580,21605,an umbrella-shaped nitinol,0.9999621
OVERLAP,TREATMENT,21551,21573,a polyurethane membrane,TREATMENT,21580,21605,an umbrella-shaped nitinol,0.9999279
BEFORE,TREATMENT,21708,21716,The valve,PROBLEM,21733,21754,limit airflow distally,0.9992418
OVERLAP,TREATMENT,21761,21772,the membrane,TREATMENT,21778,21791,support stents,0.9998264
OVERLAP,PROBLEM,21958,21973,mucous impaction,PROBLEM,21979,21999,obstruction pneumonia,1.0
OVERLAP,TREATMENT,22063,22076,re-positioning,TREATMENT,22081,22087,removal,0.9999999
OVERLAP,PROBLEM,22150,22180,prolonged air leaks of the lung,PROBLEM,22185,22205,significant air leaks,0.99999774
OVERLAP,PROBLEM,22185,22205,significant air leaks,PROBLEM,22233,22241,prolonged,0.98994386
AFTER,PROBLEM,22233,22241,prolonged,TREATMENT,22253,22261,lobectomy,1.0
AFTER,PROBLEM,22233,22241,prolonged,TREATMENT,22264,22276,segmentectomy,0.9969488
OVERLAP,TREATMENT,22253,22261,lobectomy,TREATMENT,22264,22276,segmentectomy,1.0
OVERLAP,TREATMENT,22253,22261,lobectomy,TREATMENT,22281,22284,LVRS,1.0
OVERLAP,TREATMENT,22264,22276,segmentectomy,TREATMENT,22281,22284,LVRS,1.0
OVERLAP,TREATMENT,22264,22276,segmentectomy,TREATMENT,22290,22312,the humanitarian device,0.9649553
OVERLAP,TREATMENT,22281,22284,LVRS,TREATMENT,22290,22312,the humanitarian device,1.0
AFTER,TEST,22361,22373,investigation,TREATMENT,22390,22411,a new treatment option,0.944342
BEFORE,TEST,22361,22373,investigation,PROBLEM,22431,22446,severe emphysema,0.91608155
OVERLAP,TEST,22361,22373,investigation,TREATMENT,22479,22489,this device,0.9999713
OVERLAP,TEST,22361,22373,investigation,TREATMENT,22581,22592,FDA approval,0.9997495
OVERLAP,TREATMENT,22390,22411,a new treatment option,PROBLEM,22431,22446,severe emphysema,0.93961316
AFTER,TREATMENT,22616,22655,The Biologic Lung Volume Reduction (BLVR,CLINICAL_DEPT,22666,22683,Aeris Therapeutics,0.9110235
OVERLAP,TREATMENT,22616,22655,The Biologic Lung Volume Reduction (BLVR,CLINICAL_DEPT,22686,22688,Inc,0.9999999
OVERLAP,TREATMENT,22616,22655,The Biologic Lung Volume Reduction (BLVR,TREATMENT,22707,22734,an investigational procedure,0.9606164
OVERLAP,TREATMENT,22616,22655,The Biologic Lung Volume Reduction (BLVR,PROBLEM,22770,22811,selectively collapse over-inflated regions,0.98812973
OVERLAP,CLINICAL_DEPT,22666,22683,Aeris Therapeutics,CLINICAL_DEPT,22686,22688,Inc,1.0
BEFORE,TREATMENT,22707,22734,an investigational procedure,PROBLEM,22770,22811,selectively collapse over-inflated regions,0.9802987
BEFORE,TREATMENT,22746,22765,pharmacologic agents,PROBLEM,22770,22811,selectively collapse over-inflated regions,0.9881493
OVERLAP,TREATMENT,22943,22960,a washout solution,TREATMENT,22973,22992,pulmonary surfactant,0.99875784
OVERLAP,TREATMENT,22973,22992,pulmonary surfactant,PROBLEM,23005,23024,pulmonary epithelium,0.9988148
OVERLAP,PROBLEM,23028,23048,This causes air space,PROBLEM,23053,23074,collapse on exhalation,0.99999964
AFTER,TREATMENT,23078,23100,A fibrin-based hydrogel,TREATMENT,23121,23146,the treated tissue sealing,0.9952872
OVERLAP,TREATMENT,23253,23263,lung volume,DURATION,23270,23286,a period of weeks,0.9998086
OVERLAP,DURATION,23270,23286,a period of weeks,TREATMENT,23291,23310,diseased lung tissue,0.94424444
OVERLAP,CLINICAL_DEPT,23355,23364,a hospital,TREATMENT,23372,23389,general anesthesia,1.0
OVERLAP,TREATMENT,23372,23389,general anesthesia,DURATION,23407,23415,overnight,1.0
BEFORE,TEST,23590,23605,phase II studies,TREATMENT,23622,23634,the treatment,0.9661442
AFTER,TEST,23590,23605,phase II studies,OCCURRENCE,23640,23653,well-tolerated,0.9416221
AFTER,TEST,23590,23605,phase II studies,OCCURRENCE,23659,23685,improved pulmonary function,0.9948113
OVERLAP,TREATMENT,23622,23634,the treatment,OCCURRENCE,23640,23653,well-tolerated,0.930167
OVERLAP,TREATMENT,23622,23634,the treatment,OCCURRENCE,23659,23685,improved pulmonary function,0.9905862
OVERLAP,OCCURRENCE,23640,23653,well-tolerated,OCCURRENCE,23659,23685,improved pulmonary function,1.0
OVERLAP,OCCURRENCE,23640,23653,well-tolerated,PROBLEM,23690,23703,some emphysema,0.91448087
OVERLAP,OCCURRENCE,23659,23685,improved pulmonary function,PROBLEM,23690,23703,some emphysema,0.99988115
OVERLAP,TREATMENT,23716,23733,The BLVR procedure,PROBLEM,23785,23825,advanced upper lobe predominant emphysema,0.9759378
OVERLAP,TREATMENT,23716,23733,The BLVR procedure,OCCURRENCE,23846,23887,insufficient evidence of its effectiveness,0.99986243
OVERLAP,TREATMENT,23742,23762,a promising treatment,PROBLEM,23785,23825,advanced upper lobe predominant emphysema,0.9739049
OVERLAP,TREATMENT,23742,23762,a promising treatment,OCCURRENCE,23846,23887,insufficient evidence of its effectiveness,0.99302566
OVERLAP,PROBLEM,23785,23825,advanced upper lobe predominant emphysema,OCCURRENCE,23846,23887,insufficient evidence of its effectiveness,0.99554235
OVERLAP,OCCURRENCE,23920,23928,selection,OCCURRENCE,23931,23936,safety,1.0
OVERLAP,OCCURRENCE,23931,23936,safety,OCCURRENCE,23952,23957,action,0.9884532
OVERLAP,TEST,24060,24072,a pilot study,DATE,24088,24091,2009,0.99992657
BEFORE,EVIDENTIAL,24094,24101,reported,TREATMENT,24133,24188,novel 2nd-generation bronchoscopic lung volume reduction,0.99999845
BEFORE,PROBLEM,24276,24305,severe heterogeneous emphysema,TEST,24317,24382,unilateral bronchoscopic application of vapor thermal energy (mean,0.99132943
OVERLAP,TREATMENT,24438,24469,bronchial thermal vapor ablation,TREATMENT,24472,24475,BTVA,0.92739916
OVERLAP,PROBLEM,24495,24526,a controlled inflammatory airway,PROBLEM,24532,24551,parenchymal response,1.0
OVERLAP,PROBLEM,24532,24551,parenchymal response,TREATMENT,24558,24570,resultant LVR,0.99976784
OVERLAP,DURATION,24615,24622,61 years,TEST,24625,24628,FEV1,1.0
OVERLAP,TEST,24667,24681,residual volume,TEST,24684,24685,RV,1.0
OVERLAP,PROBLEM,24865,24883,bacterial pneumonia,PROBLEM,24889,24920,exacerbations of airways disease,1.0
OVERLAP,PROBLEM,24941,24954,important FEV1,PROBLEM,24959,24968,RV changes,0.9999999
AFTER,PROBLEM,24941,24954,important FEV1,DURATION,24986,24993,6 months,0.99984837
AFTER,PROBLEM,24941,24954,important FEV1,TEST,24998,25006,follow-up,0.99976104
BEFORE,PROBLEM,24959,24968,RV changes,DURATION,24986,24993,6 months,0.9105609
BEFORE,PROBLEM,24959,24968,RV changes,TEST,24998,25006,follow-up,0.9883648
AFTER,DURATION,24986,24993,6 months,TEST,24998,25006,follow-up,0.9934767
OVERLAP,DURATION,24986,24993,6 months,TEST,25009,25020,gas transfer,0.9894544
OVERLAP,TEST,24998,25006,follow-up,TEST,25009,25020,gas transfer,1.0
OVERLAP,TEST,25189,25199,Total Score,OCCURRENCE,25201,25208,improved,0.97329354
AFTER,CLINICAL_DEPT,25402,25425,Eberhardt and colleagues,TREATMENT,25452,25468,bronchoscopic LVR,0.99823004
OVERLAP,DATE,25428,25431,2009,EVIDENTIAL,25434,25439,stated,1.0
AFTER,EVIDENTIAL,25434,25439,stated,TREATMENT,25452,25468,bronchoscopic LVR,1.0
BEFORE,EVIDENTIAL,25434,25439,stated,OCCURRENCE,25471,25481,improvement,1.0
OVERLAP,TREATMENT,25452,25468,bronchoscopic LVR,OCCURRENCE,25471,25481,improvement,0.9999924
BEFORE,OCCURRENCE,25471,25481,improvement,TEST,25486,25528,pulmonary function and exercising tolerance,0.99440056
OVERLAP,OCCURRENCE,25471,25481,improvement,PROBLEM,25563,25597,severe heterogeneous lung emphysema,0.9999267
OVERLAP,TEST,25601,25611,Feasibility,TREATMENT,25628,25648,1-way valve placement,0.99767345
OVERLAP,TEST,25601,25611,Feasibility,PROBLEM,25653,25673,homogeneous emphysema,0.97215885
OVERLAP,TEST,25601,25611,Feasibility,TEST,25680,25688,evaluated,0.9999982
OVERLAP,TREATMENT,25628,25648,1-way valve placement,PROBLEM,25653,25673,homogeneous emphysema,0.98842865
OVERLAP,TREATMENT,25628,25648,1-way valve placement,TEST,25680,25688,evaluated,0.9683821
BEFORE,PROBLEM,25653,25673,homogeneous emphysema,TEST,25680,25688,evaluated,1.0
BEFORE,TEST,25692,25713,A total of 10 patients,TEST,25723,25744,this prospective study,0.98363394
OVERLAP,TEST,25806,25822,computer analysis,TEST,25827,25838,the CT-scans,0.99974376
OVERLAP,TREATMENT,25870,25883,unilateral LVR,PROBLEM,25889,25931,occluded the lobe with the lowest perfusion,0.9999988
OVERLAP,PROBLEM,25889,25931,occluded the lobe with the lowest perfusion,TEST,25946,25965,nuclear scintigraphy,0.95788807
OVERLAP,TEST,26008,26025,lung function test,TEST,26048,26065,6-minute walk-test,0.99927694
OVERLAP,TEST,26008,26025,lung function test,TEST,26068,26072,6-MWT,0.99995804
OVERLAP,TEST,26048,26065,6-minute walk-test,TEST,26068,26072,6-MWT,1.0
OVERLAP,TEST,26188,26207,mean residual volume,TEST,26241,26245,6-MWT,0.9999746
OVERLAP,OCCURRENCE,26274,26284,Improvement,PROBLEM,26289,26295,dyspnoe,0.9995602
OVERLAP,OCCURRENCE,26274,26284,Improvement,TEST,26301,26320,exercising tolerance,0.99170274
OVERLAP,PROBLEM,26289,26295,dyspnoe,TEST,26301,26320,exercising tolerance,1.0
BEFORE,PROBLEM,26289,26295,dyspnoe,EVIDENTIAL,26326,26333,reported,0.95541364
BEFORE,TEST,26301,26320,exercising tolerance,EVIDENTIAL,26326,26333,reported,0.99620265
OVERLAP,OCCURRENCE,26415,26441,A trend towards improvement,TEST,26459,26463,6-MWT,0.9788699
OVERLAP,PROBLEM,26494,26509,One pneumothorax,DURATION,26564,26570,90 days,0.9567226
BEFORE,DURATION,26564,26570,90 days,PROBLEM,26583,26602,recurrent infections,0.95423084
OVERLAP,TEST,26649,26658,this study,EVIDENTIAL,26660,26665,showed,1.0
BEFORE,EVIDENTIAL,26660,26665,showed,PROBLEM,26707,26734,severe homogeneous emphysema,0.9983041
AFTER,EVIDENTIAL,26660,26665,showed,OCCURRENCE,26764,26767,safe,0.94951713
OVERLAP,TREATMENT,26672,26688,bronchoscopic LVR,PROBLEM,26707,26734,severe homogeneous emphysema,0.9885604
OVERLAP,TREATMENT,26818,26834,a cinical benefit,TREATMENT,26839,26861,bronchoscopic treatment,0.9988751
BEFORE,EVIDENTIAL,26870,26875,stated,TEST,26882,26900,long-term follow-up,1.0
OVERLAP,EVIDENTIAL,26870,26875,stated,TEST,26944,26951,examined,0.9998714
OVERLAP,TEST,26882,26900,long-term follow-up,TEST,26944,26951,examined,0.99999774
OVERLAP,TREATMENT,27351,27359,Treatment,TREATMENT,27374,27395,the placement of coils,1.0
OVERLAP,TEST,27498,27515,Primary end points,TEST,27533,27555,feasibility assessments,0.99999833
OVERLAP,DURATION,27722,27728,15 mins,TREATMENT,27738,27746,procedure,0.9054149
OVERLAP,TREATMENT,27738,27746,procedure,TREATMENT,27760,27764,coils,0.99998796
OVERLAP,TREATMENT,27780,27793,All procedures,OCCURRENCE,27800,27813,well-tolerated,0.9997825
OVERLAP,TEST,27817,27840,The total follow-up time,DURATION,27851,27859,11 months,0.99993896
OVERLAP,DURATION,27851,27859,11 months,PROBLEM,27881,27894,adverse events,0.95634663
OVERLAP,TREATMENT,28059,28072,endoscopic LVR,TREATMENT,28079,28083,coils,0.9988789
OVERLAP,TREATMENT,28214,28227,the management,PROBLEM,28232,28255,obstructive lung disease,0.99178195
OVERLAP,TREATMENT,28402,28422,lung volume reduction,TREATMENT,28468,28488,surgical intervention,0.9911549
OVERLAP,TREATMENT,28613,28626,the management,PROBLEM,28645,28648,COPD,1.0
OVERLAP,TREATMENT,28979,29013,bronchoscopic lung volume reduction,DURATION,29021,29030,a 36 month,0.9999995
OVERLAP,TREATMENT,29205,29212,Outcomes,DURATION,29231,29236,1 week,0.9989786
OVERLAP,TEST,29384,29398,6-min walk test,PROBLEM,29401,29413,dyspnea score,1.0
OVERLAP,PROBLEM,29401,29413,dyspnea score,PROBLEM,29422,29436,body mass index,0.9957211
OVERLAP,PROBLEM,29422,29436,body mass index,PROBLEM,29439,29458,air-flow obstruction,1.0
OVERLAP,PROBLEM,29422,29436,body mass index,PROBLEM,29461,29467,dyspnea,0.9999989
OVERLAP,PROBLEM,29422,29436,body mass index,TEST,29493,29497,index,0.9999138
OVERLAP,PROBLEM,29422,29436,body mass index,PROBLEM,29504,29540,St George's Respiratory Questionnaire,0.9999548
OVERLAP,PROBLEM,29439,29458,air-flow obstruction,PROBLEM,29461,29467,dyspnea,1.0
OVERLAP,PROBLEM,29439,29458,air-flow obstruction,TEST,29493,29497,index,0.9986708
OVERLAP,PROBLEM,29439,29458,air-flow obstruction,PROBLEM,29504,29540,St George's Respiratory Questionnaire,0.9999777
OVERLAP,PROBLEM,29461,29467,dyspnea,OCCURRENCE,29474,29490,exercise capacity,1.0
OVERLAP,PROBLEM,29461,29467,dyspnea,TEST,29493,29497,index,0.99999905
OVERLAP,PROBLEM,29461,29467,dyspnea,PROBLEM,29504,29540,St George's Respiratory Questionnaire,0.99909127
OVERLAP,OCCURRENCE,29474,29490,exercise capacity,TEST,29493,29497,index,0.99967766
OVERLAP,TEST,29493,29497,index,PROBLEM,29504,29540,St George's Respiratory Questionnaire,1.0
OVERLAP,PROBLEM,30075,30093,significant changes,CLINICAL_DEPT,30112,30114,FVC,1.0
OVERLAP,CLINICAL_DEPT,30112,30114,FVC,PROBLEM,30132,30153,residual volume to TLC,0.9964179
AFTER,OCCURRENCE,30256,30263,improved,DURATION,30285,30301,a 24-month period,0.9769862
OVERLAP,OCCURRENCE,30415,30422,improved,OCCURRENCE,30431,30439,follow-up,0.9997826
OVERLAP,PROBLEM,30620,30632,dyspnea score,TEST,30635,30644,BODE index,1.0
BEFORE,TEST,30635,30644,BODE index,TREATMENT,30673,30681,placement,0.9816944
BEFORE,TREATMENT,30673,30681,placement,TREATMENT,30686,30726,the self-expanding endobronchial occluder,0.98943615
AFTER,TREATMENT,30673,30681,placement,TREATMENT,30731,30765,bronchoscopic lung volume reduction,0.99860495
OVERLAP,TREATMENT,30686,30726,the self-expanding endobronchial occluder,TREATMENT,30731,30765,bronchoscopic lung volume reduction,0.9974446
OVERLAP,TREATMENT,30769,30781,Its placement,OCCURRENCE,30800,30812,easy and safe,0.99996686
OVERLAP,PROBLEM,31082,31104,lower the complications,TREATMENT,31110,31117,the cost,0.9999964
OVERLAP,TREATMENT,31110,31117,the cost,TREATMENT,31138,31150,the procedure,0.99987984
OVERLAP,TREATMENT,31155,31174,lung volume approach,PROBLEM,31193,31201,emphysema,0.9860881
OVERLAP,TREATMENT,31219,31231,airway bypass,PROBLEM,31248,31279,airway/parenchyma communications,0.9139744
OVERLAP,TREATMENT,31418,31435,hot vapor ablation,TREATMENT,31535,31547,These methods,0.99914074
OVERLAP,TREATMENT,31418,31435,hot vapor ablation,PROBLEM,31585,31617,a favorable complications profile,0.99992037
OVERLAP,TREATMENT,31535,31547,These methods,PROBLEM,31585,31617,a favorable complications profile,0.9977191
OVERLAP,TREATMENT,31630,31649,less infra-structure,TREATMENT,31655,31668,interventional,0.9999833
OVERLAP,TREATMENT,31630,31649,less infra-structure,TREATMENT,31686,31711,the open surgical approach,0.992262
OVERLAP,TREATMENT,31880,31904,Parenchymal interventions,PROBLEM,31931,31947,permanent effects,0.99354774
OVERLAP,PROBLEM,31931,31947,permanent effects,PROBLEM,31953,31985,a transient inflammatory syndrome,1.0
OVERLAP,PROBLEM,32457,32460,COPD,PROBLEM,32482,32490,morbidity,0.97036874
OVERLAP,PROBLEM,32457,32460,COPD,OCCURRENCE,32496,32504,mortality,0.9572225
OVERLAP,PROBLEM,32482,32490,morbidity,OCCURRENCE,32496,32504,mortality,0.99985886
OVERLAP,PROBLEM,32518,32526,Emphysema,PROBLEM,32546,32549,COPD,1.0
OVERLAP,PROBLEM,32597,32616,reduced gas exchange,PROBLEM,32622,32658,interference with breathing mechanics,1.0
